Price,Model,Year,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
['115000'],فولكسفاجن جولف,2015.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,42000,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['155000'],ميتسوبيشي L200,2012.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,يدوي,2400,130 الف,4+1,إمكانية التقسيط,للبيع فقط,صفر,جنطات مغنيسيوم
['33500'],فولكسفاجن باسات,2002.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,170000,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['38000'],فولكسفاجن بورا,2000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,٧٠٠٠٠,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['18000'],شفروليه كافلير,1995.0,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,4+1,نقدا فقط,للبيع فقط,,
['30000'],هونداي i20,2011.0,أسود,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,٠٠٠٠٠٠٠,4+1,نقدا فقط,للبيع فقط,٠٠٠٠٠٠,
['34000'],هونداي 2006,2006.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['108000'],سكودا اوكتافيا,2017.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,"70,000",4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['50000'],بي ام دبليو 1988,1988.0,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2500,1000,3+1,إمكانية التقسيط,للبيع أو التبديل,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['23000'],دايو لانوس,1999.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,,4+1,إمكانية التقسيط,للبيع فقط,3,"إغلاق مركزي
جهاز إنذار
وسادة حماية هوائية"
['37000'],فيات بونتو,2010.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,,نقدا فقط,للبيع فقط,ثالثة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['43000'],هونداي فيرنا,2006.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['20000'],مرسيدس E250,1991.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,7+1,نقدا فقط,للبيع أو التبديل,6,"مسجل CD
جنطات مغنيسيوم
فرش جلد"
['41000'],اوبل استرا,2005.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,١٦٠,,إمكانية التقسيط,للبيع أو التبديل,٥,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['80000'],كيا سبورتاج,2011.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,1230000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['230000'],ميتسوبيشي L200,2018.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,47000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['70000'],سكودا رابيد,2014.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,٦٠٠٠٠,4+1,إمكانية التقسيط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['83999'],فولكسفاجن GTI,2010.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,134000,4+1,نقدا فقط,للبيع أو التبديل,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['36000'],فولكسفاجن بولو,2008.0,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,"148,000",4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['58000'],فولكسفاجن بولو,2012.0,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,91000,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
['360000'],جييب شيروكي,2016.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,41000,4+1,إمكانية التقسيط,للبيع أو التبديل,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['50000'],كيا برايد,2007.0,أبيض,ديزل,تدريب سياقة,فلسطينية,عادي,الكتروني,1600,190000,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['26000'],بيجو 306,1997.0,أبيض,بنزين,حكومي,فلسطينية,عادي,الكتروني,1600,125000,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['90000'],هونداي توسان,2014.0,فيراني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,30000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['50000'],سكودا اوكتافيا,2010.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,480000,4+1,إمكانية التقسيط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
وسادة حماية هوائية"
['16000'],اودي 80,1989.0,رمادي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,00000000,4+1,نقدا فقط,للبيع أو التبديل,يد ثالثه,"مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['90000'],شفروليه كابتيفا,2012.0,أسود,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,2800,١٢٠٠٠٠,6+1,إمكانية التقسيط,للبيع أو التبديل,يد اول,"مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['115000'],سكودا اوكتافيا,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,69000,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['55000'],هونداي سانتافيه,2006.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,******,6+1,إمكانية التقسيط,للبيع فقط,******,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['44999'],كيا فورتي,2011.0,رمادي,بنزين,تأجير,فلسطينية,نصف اوتوماتيك,الكتروني,1600,١٤٠,4+1,نقدا فقط,للبيع أو التبديل,٢,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم"
,,,,,,,,,,,,,,,
['29000'],بي ام دبليو 316,1990.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,209557,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد"
['25000'],داف 55,1998.0,أزرق,ديزل,تجاري,فلسطينية,نصف اوتوماتيك,يدوي,180,3500,2+1,إمكانية التقسيط,للبيع فقط,4,"إغلاق مركزي
جهاز إنذار
فتحة سقف"
['12000'],اوبل كاديت,1982.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,4+1,نقدا فقط,للبيع فقط,,"مسجل CD
جنطات مغنيسيوم"
['39500'],شفروليه افيو,2010.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,إمكانية التقسيط,للبيع أو التبديل,ثالثة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
['30000'],سيت قرطبة,2003.0,أبيض عاجي,ديزل,تدريب سياقة,فلسطينية,عادي,الكتروني,1900,5000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['28000'],شفروليه افيو,2006.0,فضي,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,150000,,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
وسادة حماية هوائية"
['33000'],اوبل كورسا,2009.0,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,نقدا فقط,للبيع أو التبديل,ثالثة,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['200000'],مرسيدس C250,2014.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['63500'],كيا برايد,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['63000'],كيا برايد,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,9500,,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['50000'],اوبل كورسا,2014.0,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,71000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['8000'],دراجة نارية SYM,2016.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,125,14000,1+1,نقدا فقط,للبيع فقط,يد ثانية,
['35000'],فولكسفاجن كبينة,1986.0,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,يدوي,1600,,6+1,إمكانية التقسيط,للبيع فقط,٨,"مُكيّف
مسجل CD
فرش جلد"
['120000'],فولكسفاجن كادي,2016.0,خمري,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,6+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['200000'],فولفو FH 12,2001.0,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,420,,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['97000'],فولكسفاجن جولف بلس,2013.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['42000'],كيا ريو,2012.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,37000,4+1,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['52000'],ستروين C-Elysee,2014.0,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,52000 كيلو,4+1,إمكانية التقسيط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
['145000'],فولكسفاجن كرافيل,2014.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,140000,8+1,نقدا فقط,للبيع فقط,١,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['89000'],هونداي توسان,2013.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,4+1,إمكانية التقسيط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['45000'],سكودا اوكتافيا,2005.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['27000'],كيا ريو,2012.0,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['38000'],هونداي افانتي,2005.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,3,
['58000'],هونداي تيراكان,2006.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2900,34000,6+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['60000'],فولكسفاجن جولف,2008.0,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,211000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم"
['19500'],فورد اسكورت,1999.0,أبيض عاجي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد"
['105000'],كيا سبورتاج,2014.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,88000,4+1,نقدا فقط,للبيع فقط,يد اولى,"جهاز إنذار
فرش جلد"
['25000'],سكودا اوكتافيا,2000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,118567,4+1,نقدا فقط,للبيع فقط,يد ثانيه,"إغلاق مركزي
مسجل CD
جنطات مغنيسيوم"
['20000'],هونداي H1,2005.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,00000,7+1,نقدا فقط,للبيع فقط,1,
['53000'],نيسان تيرانو,2000.0,خمري,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2700,00000,6+1,نقدا فقط,للبيع فقط,يد رابعة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['62000'],كيا فورتي,2009.0,خمري,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,100000,4+1,إمكانية التقسيط,للبيع فقط,3,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['24000'],فولكسفاجن باسات,2000.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع أو التبديل,,"إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['117000'],سكودا اوكتافيا,2016.0,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,4+1,إمكانية التقسيط,للبيع فقط,ايد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['28000'],فولكسفاجن باسات,1997.0,فضي,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,1600,٢٢٠٠٠٠,4+1,إمكانية التقسيط,للبيع أو التبديل,٦,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['49900'],كيا مورننغ,2015.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,39000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['38000'],بيجو 207,2010.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,108000,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['89000'],سكودا اوكتافيا,2015.0,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,98000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['85000'],مرسيدس E200,2006.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,١٧٠,4+1,نقدا فقط,للبيع أو التبديل,١,"مُكيّف
جنطات مغنيسيوم
وسادة حماية هوائية"
['8500'],اوبل كاديت,1984.0,بني,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,4+1,نقدا فقط,للبيع فقط,,جنطات مغنيسيوم
['100000'],هونداي توسان,2015.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['15000'],دايو ماتيز,2000.0,عدة الوان,بنزين,خصوصي,فلسطينية,عادي,يدوي,900,000000,4+1,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
مسجل CD"
['60000'],هونداي توسان,2007.0,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٦٠٠٠٠,7+1,إمكانية التقسيط,للبيع فقط,,"إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
فرش جلد"
['44000'],كيا سيراتو,2007.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,152,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['68000'],هونداي i25,2015.0,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,870000,4+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
['23000'],سيت قرطبة,2001.0,أزرق,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,١٧٦٤٠٣,4+1,نقدا فقط,للبيع فقط,يد ثالثه,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
وسادة حماية هوائية"
['55000'],سكودا اوكتافيا,2010.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,400000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['95000'],نيسان جوك,2015.0,أبيض,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['170000'],مرسيدس 518,2014.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,270000,6+1,نقدا فقط,للبيع أو التبديل,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['68000'],فورد مونديو,2012.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,89000,4+1,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['31000'],بيجو 307,2005.0,خمري,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,140000,,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['115000'],فولكسفاجن كادي,2016.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,38000,6+1,إمكانية التقسيط,للبيع فقط,ثانيه,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية"
['61000'],هونداي توسان,2008.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,185000,4+1,نقدا فقط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['17000'],داف 45,1995.0,أبيض عاجي,ديزل,تدريب سياقة,فلسطينية,عادي,يدوي,5800,350000,1+1,نقدا فقط,للبيع أو التبديل,2,"جهاز إنذار
مسجل CD
فرش جلد"
['130000'],هونداي سانتافيه,2016.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,19900,6+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['115000'],كيا سبورتاج,2016.0,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,"60,000",4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['112000'],هونداي توسان,2015.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,200,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['57000'],هونداي i10,2016.0,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٣٥٠٠٠,4+1,نقدا فقط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['25000'],مرسيدس 230,1992.0,أسود,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,2300,٠٠٠٠٠٠٠٠,4+1,نقدا فقط,للبيع فقط,٥,"إغلاق مركزي
جهاز إنذار
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['100000'],كيا سبورتاج,2011.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['42000'],كيا سيراتو,2007.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,200000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['50000'],هونداي اكسنت,2013.0,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,90000,4+1,إمكانية التقسيط,للبيع فقط,تانيه,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['65000'],كيا سورينتو,2007.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,١٢٠٠٠٠,6+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['37000'],شفروليه اوبترا,2009.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,10000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['70000'],هونداي اكسنت,2015.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,30000,3+1,إمكانية التقسيط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['28000'],فولكسفاجن بولو,2000.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,يدوي,1900,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['80000'],ستروين  C4,2014.0,أحمر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,6+1,إمكانية التقسيط,للبيع أو التبديل,١,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
['26000'],كيا ريو,2003.0,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,220,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['70000'],هونداي اكسنت,2015.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70000,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['60000'],هوندا I30,2009.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد"
